Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/22/2019 7:24:56,Dog,Sheena ,Beena,12,Golden
7/22/2019 7:25:04,Cat,Rico,Rico,13,
7/22/2019 7:25:20,Cat,Sirius Black ,Chonk,4,
7/22/2019 7:25:41,Cat,Bellatrix Lestrange,Bella,2,
7/22/2019 7:28:30,Dog,Perry the Poodle,Perry ,2,Standard Poodle
7/22/2019 7:29:16,Dog,Cody the Corgi,Cody,3,Pembroke Welsh Corgi
7/22/2019 7:37:09,Cat,Princess Penelope Pineapple Pizza,Kitty,3,Calico
7/22/2019 7:39:12,cat,Mel,Melzinga,3,
7/22/2019 7:41:28,Dog,Ginevra Molly,Ginny,18 weeks,Golden Retriever 
7/22/2019 7:42:04,Cat,Mel de Melissa Duarte Brandizzi,Mel,3,
7/22/2019 7:43:24,Cat,Mila Vilela Brandizzi,Mila,1,
7/22/2019 7:46:02,Cat,Sushi,Baby / Sushi Burger ,14,Black cat
7/22/2019 7:50:19,Dog,Riley ,"Riley or Ri (pronounced RHY), but then there’s a bunch of nicknames like (Riley Roo, Roo, Ri Ri, Bud, Buddy, Bub, etc)",4,Husky
7/22/2019 7:53:15,Dog,Cleopatra,Cleo,3,Greyhound
7/22/2019 7:59:19,Dog,Coco,Coco,10,Corgi
7/22/2019 8:01:33,Dog,Captain,Captain aka Cappie,14,Husky
7/22/2019 8:02:46,Dog,Buddy,Buddy,8,Mutt
7/22/2019 8:06:50,Dog,Magnolia Mae,Maggie,2, Corgi
7/22/2019 8:12:00,Dog,Sam,Sammy,5,Border Collie
7/22/2019 8:12:12,Frog,Lily,Lily,1,
7/22/2019 8:15:57,dog,Zoey,Zo,4,mutt
7/22/2019 8:18:34,Cat,Sammy,Sammy,9,
7/22/2019 8:19:18,Cat,Tika,Tika,8,
7/22/2019 8:22:30,Cat,Prince William,William,9,
7/22/2019 8:26:01,Dog,Chip,Chippers ,2 YO,Golden retriever
7/22/2019 8:30:12, Spider ,Rosie ,Rosie ,6, Chilean rose hair tarantula 
7/22/2019 8:30:42,Cat,Zoey,Zoey,5,Tabby
7/22/2019 8:31:20,Cat,Stella Lou,Stella,2,Tabby
7/22/2019 8:33:48,Dog,Snickers,Snick ,8,Labrador 
7/22/2019 8:34:20,Dog,Max ,Max,12.5,Labrador
7/22/2019 8:46:17,Dog,Leeloo,Leeloo,2,Labradoodle 
7/22/2019 8:50:35,dog,Owen,Owen,13,Ridgeback
7/22/2019 8:52:29,Dog,Daisy May,Daisy,11,Golden Retriever 
7/22/2019 8:57:14,Cat,Maria ,Maria ,8 1/2,Mix 
7/22/2019 8:57:35,Dog,Sunshine,Sunny,4,Pyrador 
7/22/2019 8:57:38,Cat,Penelope ,Penelope ,9,Calico 
7/22/2019 8:58:09,Other,Pebbles,Peb,4,Leopard Gecko
7/22/2019 8:58:46,Dog,Freskin,Fattima Bouffants,13,Black Labrador Retriever
7/22/2019 8:59:57,Dog,Philippa,Pippa,4,American Hairless Terrier
7/22/2019 9:00:57,Dog,Lillie (Lilian now that she’s older),Lillie,5 years,Boxer
7/22/2019 9:01:54,Cat,Callie,Callie,15,
7/22/2019 9:02:20,Dog,"Dr. Wolf Barker, MD PhD DOG",Wolfie,7 years,Mixed
7/22/2019 9:02:29,Dog,Toby,Tobias,10,Bichon Frise
7/22/2019 9:02:39,Cat,Mackintosh,Milo,10,Street corner
7/22/2019 9:02:55,Dog,Alice,Alicima Bouffants,11,Bichon Frise
7/22/2019 9:03:31,Dog,DeeDee,Deedle Dumpling,10,Bichon Frise
7/22/2019 9:03:51,Dog,Oliver,Oliver,12,Bichon Frise
7/22/2019 9:04:13,Dog,Reuben,Reuben,12,Bichon Frise
7/22/2019 9:04:37,Dog.,Mowgli ," Mowgli, Mr. Tude (when he's sassy)",3 1/2,Yorkipoo
7/22/2019 9:04:45,Dog,Toby,Toby,12,Labrador Retriever
7/22/2019 9:05:13,Gerbil,Salt,Salt,2,
7/22/2019 9:05:30,Gerbil,Pepper,Pepper,2,
7/22/2019 9:05:55,Cat,Shaka,Shaka,9,Siamese
7/22/2019 9:06:14,Cat,Zia,Zia,12,Siamese
7/22/2019 9:06:45,Dog,Buddy,Buddy,11,mutt/mixed
7/22/2019 9:06:49,Dog,Bella Sitka LASTNAME,"Bell, Bella, Pretty",15,Mianture American Eskimo
7/22/2019 9:07:38,Dog,Monty,Montgomery of Fitzgerald,8,Labrador Retriever
7/22/2019 9:09:08,Dog,Luna Lastname,"Luna, Loon, Loonie, Miss Loon, Wiggles",9 months ,Doxin 
7/22/2019 9:09:36,Bird,Vaillante,Vaillant,5,
7/22/2019 9:10:11,Dog,Echo Last Name,Echo,12,Miniature American Eskimo
7/22/2019 9:18:22,Dog,Nuffin,Nuffin,6,Golden Retreiver
7/22/2019 9:20:52,Cat,Tauriel,Tauriel,4 1/2,Domestic Short Hair
7/22/2019 9:21:12,Cat,Garbanzo,Bean,4,Domestic Short Hair
7/22/2019 9:24:15,Dog ,Mars,Chano ,9,Corgi 
7/22/2019 9:29:51,Dog ,Calhoun Richard Anderson du Nord,Cal,3.5,Golden Retriever 
7/22/2019 9:37:06,Dog,Charlie Brown,"Charlie, Charizard, Charles",10,Labrador Retriever
7/22/2019 9:37:54,Dog,Bixby Lucas,Bixby,1,Black lab
7/22/2019 9:38:26,Cat,Luna Linetti,Luna,1,Black cat
7/22/2019 9:38:31,Dog,Taco,"Taca Taca, snorticus",13,French Bulldog/Boston Terrier Mix
7/22/2019 9:40:23,dog,Belle,Jelly Belly,3,beagle mix
7/22/2019 9:42:02,Dog,Jimmy,Jimmy,3,Jack Russell Terrier
7/22/2019 9:43:51,Hamster,Wobbles,Wobbles,10 months,Syrian Hamster
7/22/2019 9:45:16,Cat,Buddha,Buddha,15,domestic short hair
7/22/2019 9:47:32,Dog,Miles,Miles,10,Redbone Coonhound
7/22/2019 9:49:22,Dog,Eleanor Rose,Elly,5,Golden retriever!
7/22/2019 9:50:05,Cat,Charlotte May,Charlotte ,4,Brown and white tabby
7/22/2019 9:56:32,Dog,Cooper Jay Nigel Winston,Cooper,8,Yorkie mix
7/22/2019 9:57:20,Dog,Buddy Augusto,Buddy,14,Cocker spaniel
7/22/2019 10:01:06,Dog,Dash,Dash,7,Pit bull mix (and very good boy)
7/22/2019 10:01:06,Cat,Calvin Coolidge Cat,Cal,17,Siamese
7/22/2019 10:02:00,Cat,Gracie Coolidge Cat,Gracie,16,Russian Blue
7/22/2019 10:09:54,Dog,Opie,Dope/ Opie,11,Golden retriever 
7/22/2019 10:16:47,Dog,Georgia ,Georgia ,3 years old,
7/22/2019 10:19:30,Cat,Emile,Mealsies,6,French Charteux
7/22/2019 10:20:00,Cat ,Zoe,Zoe,3,Mixed breed cat
7/22/2019 10:20:16,Cat,Malcolm,Mal,3,Tabby
7/22/2019 10:21:03,Dog,Dino,Dino,30 (deceased at 13),Keeshound
7/22/2019 10:20:42,Cat,Molly,Molly magoo,1,Mixed breed
7/22/2019 10:21:33,Cat,Bruce Springsteen,Bruce,24,Cat
7/22/2019 10:31:04,Dog,Penny,Penny,10,"Beagle, miniature pinscher "
7/22/2019 10:31:37,Cat,Raven,Raven,6,Black shorthair cat
7/22/2019 10:32:14,Cat,Clarabelle,Clarabelle,7,Polydactyl shorthair cat
7/22/2019 10:37:12,Dog,Alex’s Fiesty Girl Bailey Balogh,Bailey,10 1/2 years,Golden Retriever 
7/22/2019 10:42:15,Dog,Rey,Reymundo,2.5 years,Jack Russell/chihuahua 
7/22/2019 10:43:26,Dog,Uwe,Uwe,4,Golden boy
7/22/2019 10:51:17,Dog,Millie Betty,Mill,1.5 years,Dalmatian
7/22/2019 10:51:53,Dog,Henry,Henny,1 year,Dalmatian 
7/22/2019 10:53:33,Dog,Daisy May,Daisy ,13,Mutt
7/22/2019 10:54:14,Dog,Chamomile June,Cammie,9,Cocker Spaniel
7/22/2019 10:54:56,Dog,Chapman,Chapman,15,Black Lab
7/22/2019 10:55:36,Dog,Tucker,Tucker,9 months,Mini Australian Shepard
7/22/2019 11:01:04,Dog,Chappelle,Mutt,7y 9 mo,Dachshund and Tibetan Spaniel
7/22/2019 11:30:26,Cat,Wilhelmina Rae,Willa,5,
7/22/2019 11:30:59,Cat,Frances Louise,Frankie,6,
7/22/2019 11:31:20,Cat,Victoria Susan,Tori,6,
7/22/2019 11:31:40,Cat,Ossana Mae,Ossie,5,
7/22/2019 11:34:28,Dog,Bella,Bella,11,Greater Swiss Mountain Dog
7/22/2019 11:35:00,Dog,Toby Wan Kenobi,Toby,1,Golden Retriever
7/22/2019 11:38:08,Sog,Daisy,Daisy,12,Labrador
7/22/2019 11:39:11,Dog,Beaucoup du Chien,Beau,Deceased,Newfoundland
7/22/2019 11:39:57,Dog,Pumpkin,Pumpkin,Deceased,Yellow Labrador
7/22/2019 11:40:34,Dog,Poquit,Poquit,Deceased,Chocolate Lab
7/22/2019 11:41:10,Cat,Orange Laurie,Orie,Deceased,
7/22/2019 11:41:35,Cat,Sunset,Sunny,Deceased,
7/22/2019 11:45:50,Dog,Rosie,Rosie,9,Golden retriever 
7/22/2019 11:46:39,Cat,Matilda,Matilda ,4,DSH (tuxedo)
7/22/2019 11:50:24,Dog,Murphy,Murphy,10,Yorkshire Terrier
7/22/2019 11:52:39,Dog,Giacomo Science,Giacomo,6,Bernese Mountain Dog
7/22/2019 11:52:40,Dog,"Zuul, minion of Gozer",Zuul,5,Pitbull/Boxer mix
7/22/2019 11:52:41,Dog,Trogdor Jealous,Dora,14,Mix
7/22/2019 11:52:52,cat,Idalou,Lou,between 5 and 9 years,domestic short hair
7/22/2019 11:53:00,Dog,Professor Tuxedo,Tux,1,Bernese Mountain Dog
7/22/2019 11:53:29,Dog,Bodie,Bodie,8,Golden Retriever 
7/22/2019 11:53:38,Dog,Zoey,Zoey,5 1/2,Labradoodle
7/22/2019 11:54:01,Cat,Eddy Jefferson,Eddy,4,Cat
7/22/2019 11:54:34,Dog,Joel Carlos,Joel,3,Beagador
7/22/2019 11:54:48,Dog,Lola,Lola,1,English Cocker Spaniel
7/22/2019 11:54:58,Cat,Margot Mae,Margot,4,Domestic shorthair
7/22/2019 11:55:12,dog,Rufus,Rufus,15,Cairn Terrier
7/22/2019 11:55:16,Dog ,Sadie ,Bubba ,12,Golden 
7/22/2019 11:55:21,cat,Chester,Kiddo,1,
7/22/2019 11:55:36,Dog,Zoey Deschanel,Zo ,12,Bichon Frise
7/22/2019 11:55:45,Dog ,Cooper ,Coop ,6,Golden 
7/22/2019 11:55:55,Dog,Captain Goose,Goose,1,who knows? (foster)
7/22/2019 11:56:00,Dog,Mr Doctor Professor Constable Detective Brick,Brick,8,British Bulldog
7/22/2019 11:56:27,Dog,Ellie Sattler,El,1,pibble
7/22/2019 11:56:52,cat,Lily,"""little shit""",4,
7/22/2019 11:56:53,Dog,Juke,Juke,4,Dachshund
7/22/2019 11:56:57,Dog,Blue,Blue,6mo,Chocolate lab
7/22/2019 11:57:15,Dog,Kiefer Bartholomew ,Kief ,9,Belgian Shepard
7/22/2019 11:57:48,Dog,Jackson,Jax,5,Labradoodle
7/22/2019 11:57:58,Cat,Marzipan,Pan,2,
7/22/2019 11:58:30,Dog ,Zeta bear,Bear,6,German Shepard 
7/22/2019 11:58:46,Cat,Sunny,Sun Bun or just Bun,2 months,
7/22/2019 12:00:22,Hedgehog,Professor Minerva McGonaquill,Minnie,2.5,African Pygmy 
7/22/2019 12:00:41,Dog,Minnie,MinniePin,2,mutt
7/22/2019 12:01:26,Fish,Fsh ,Fsh,10,"Mexican Blind Cave Tetra (therefore, it was born with no eyes (so it has no “i’s in its name))"
7/22/2019 12:01:45,Dog,Dixie,Dixie,15,Shepherd mix
7/22/2019 12:02:15,Dog,Rosa Barks,Rosie,11,Shih Tzu 
7/22/2019 12:02:16,Dog,Charlie,Charlie,10 weeks ,Cavapoo
7/22/2019 12:02:18,Dog,Jack Dog,Jack,16,Mutt
7/22/2019 12:02:23,Cat,Minerva,Minny,6,
7/22/2019 12:02:26,Dog,Timon,Timon,3,Mutt
7/22/2019 12:02:38,Dog,Leila Fowler-Martinez,Leila or Pinche Leila ,7,
7/22/2019 12:02:40,Dog,Tubu,Tubu,11,Chihuahua
7/22/2019 12:02:42,Cat,Venus,Kitty,11,Short haired calico
7/22/2019 12:02:52,Dog,Goodness Gracious,Gracy ,12,Shih Tzu
7/22/2019 12:03:05,Dog,Monkey,Monkey,11,Australian Shepard/Rottweiler 
7/22/2019 12:03:07,Cat,Jynx ,Jynx,4,Domestic medium hair
7/22/2019 12:03:27,Dog,Rosie,Rosie Posie,Dead,Golden retriever 
7/22/2019 12:03:30,Cat,Wendy,Wendy,3,Domestic shorthair 
7/22/2019 12:03:51,hamster ,katya,chicken (idk why),2,russian dwarf
7/22/2019 12:04:08,Dog,Scirocco Augustus,Rocco or Crocco,5,Treeing walker coonhound/ Chinese Sharpei
7/22/2019 12:04:00,Dog,Heavy Duty Puppy,Duty,4,Sheltie (he was an “anti”-runt of the litter)
7/22/2019 12:04:12,Rabbit,Arthur,Arturo,5,English Lop
7/22/2019 12:05:02,Cat,Jack,Kitty-Boy,6,Tabby mix
7/22/2019 12:04:41,Dog,Siena Rosa,Siena,12,Golden Retriever
7/22/2019 12:05:09,"Dog, dog, dog , cat","Buttercup Maplesde, zuez Maplesden, Bella Maplesden, Hercules Maplesden","Butternut, zuzy , Bella, Hercules.",2.5 yrs 2.5 yrs 2 yrs 2 yrs,Unknown unknown Bali dog mix and tabby cat
7/22/2019 12:05:21,Dog,Ghia Lynn,Ghia or Geeg,1,Border Collie/ Chinese sharpei 
7/22/2019 12:05:26,Dog,Delilah,Lilah,7,Beagle
7/22/2019 12:05:41,Cat,Bailey’s Irish Cream,Bailey,13,Siamese mix
7/22/2019 12:05:48,Dog,Treacle,Treacle,10,Border Collie cross (mongrel)
7/22/2019 12:06:07,Dog,Sam,Sam,11,Labrador 
7/22/2019 12:06:39,Dog,Tyson,"Tysbert, T McT, Mucki, Muckelbert, Muckmuck, Maggey",14,Rottweiler-German Shepherd-Mix
7/22/2019 12:07:10,Cat,Madison Square Garden,Square,2,
7/22/2019 12:07:41,Cat,Garfield,Cooter 😳,8,Orange tabby
7/22/2019 12:09:08,Dog,Parker,Parker,11,Goldendoodle
7/22/2019 12:09:43,Dog,Captain Avro Clarence,Avro,6,Schnauzer 
7/22/2019 12:11:33,Dog,Carlene,Weentz,4,Mutt
7/22/2019 12:14:01,dog,Linda,Linda,10,white west highland terrier
7/22/2019 12:14:52,Cat,Stellabella,Stella,7,Tortie
7/22/2019 12:16:08,Dog,Toby Wooferton,Toby,18,Mixed
7/22/2019 12:17:12,Dog,Sacha,Fjollehoved (Danish for goofball) ,13,Dog (Golden Labrador Retriever)
7/22/2019 12:17:12,Cat ,Ponce de Leon,Ponce ,7?,Domestic shorthair 
7/22/2019 12:17:32,Dog,Snickers,Snicks,14,Labradoodle 
7/22/2019 12:17:52,Cat,Echo,Echo,12,
7/22/2019 12:18:00,Cat,Tiga,Tiga ,7,Domestic shorthair 
7/22/2019 12:18:18,Dog,Sherlock Bones,Sherlock,4,Pit Bull Mix
7/22/2019 12:18:52,Dog,Irene Adler,Addie,8,Bulldog
7/22/2019 12:19:02,Cat,Bloo,Bloo,11,
7/22/2019 12:19:14,Dog,Wallace,Wally ,2,Labradoodles 
7/22/2019 12:19:15,Dog,Dude,Handsome,2.5,Labrador Retriever
7/22/2019 12:19:25,Cat,Mitten,Tuna,13,
7/22/2019 12:19:41,Dog,Bailey,Bailey,9,Golden Retriever
7/22/2019 12:19:43,Dog,Willow,Sweetie,6,Labrador Retriever
7/22/2019 12:21:12,Dog,Philistine Smoosh,Bill,14,Jack Russell Terrier
7/22/2019 12:21:28,Cat,Kitty Cat,KC,13,unknown
7/22/2019 12:21:47,Cat,Elvis,Tubby,12,Siamese
7/22/2019 12:23:04,Dog,Henry Nacho ,Henny,8,Golden Retriever 
7/22/2019 12:23:45,Dog,Maximilian Kolby,Maxy ,16,Golden retriever 
7/22/2019 12:23:52,Dog,Argos,Argos,6,Mixed
7/22/2019 12:24:22,Ferret,Buttercup,Butter,Unsure,
7/22/2019 12:24:27,Elephant ,Jumbo,Jumbo,19,Loxodon
7/22/2019 12:24:36,Dog,Madeline Grace ,Ma ma ,15,Golden retriever 
7/22/2019 12:24:55,Dog,Elvis,Elvis,11,Cockapoo
7/22/2019 12:25:47,Dog,Coconut Butter,Coco,5,Mix
7/22/2019 12:25:50,Dog,Lucy-fur,Lucy,12,Golden retriever
7/22/2019 12:26:01,Dog,Sophie Grace,Soph,13,Brindle Black
7/22/2019 12:26:22,Dog,Prince,Prince,14,"Poodle, Shih Tzu and a misc terrier/sporting breed mix"
7/22/2019 12:26:35,Dog,Jackson Buttsickle,Jacks,4,Mix
7/22/2019 12:27:29,Dog,Lassie,Lass Lass,14,Moth Eaten Carpet
7/22/2019 12:28:12,Dog,Charles Xavier II,Charlie,4,Great Pyr
7/22/2019 12:28:22,Cat,GingerSnapz C. Cat,GingerSnapz,7,Domestic Shorthair
7/22/2019 12:30:36,Dog,Caroline,Caroline,5 years old,Purebred Alabama Mutt
7/22/2019 12:31:23,Cat,Shadow,Shadow,11,
7/22/2019 12:31:58,Cat,Murray 2,Murray,7,
7/22/2019 12:31:59,Dog,Beau,"Goomby, Mr. Beauregard",4,Golden Retriever
7/22/2019 12:32:38,Dog,Lindon,Lindy loo,10,Pit bull/lab mix
7/22/2019 12:32:58,Cat,Marilyn,"Chirp, Pumpkin Pie, Meow Meow",5,Orange
7/22/2019 12:33:10,Dog,Tedward,Teddy,4,Shih-Tzu Mix
7/22/2019 12:33:46,Dog,Zuzu,Zu,4,Shih Tzu x Bichon
7/22/2019 12:34:15,Dog,Marcus Brutus,Brutus,4,Boxer
7/22/2019 12:35:34,Cat,Charlie Chaplin ,Charlie,1,
7/22/2019 12:35:59,Cat,Molly Tigerlily,Molly,1,
7/22/2019 12:37:14,Cat,Britannia,Brit,10,
7/22/2019 12:37:19,Dog,Brownie Leigh,Brownie ,3,Golden Shepherd 
7/22/2019 12:40:31,Dog,Jersey Girl,Jersey ,11,Husky/malamute/sneaky neighbor's dog mix
7/22/2019 12:40:50,dog,Stella,Stells,10,golden doodle 
7/22/2019 12:41:13,Dog,Lizzie,Lizzie Pie,6,Husky/sneaky neighbor's dog mix
7/22/2019 12:41:28,cat,Marby,Beanie baby,14,American shorthair
7/22/2019 12:41:48,Dog,Roxy,Roxy Socks,1,Mutt
7/22/2019 12:42:19,Dog,Coco Murfree,Coco,9,Border Collie
7/22/2019 12:42:27,Dog,Ozzy,Ozlet,1,Minnie Australian Shepherd/Cockapoo
7/22/2019 12:44:54,Dog,Winston Pigaloo,Winston or Lewis,6,Pug
7/22/2019 12:45:29,Dog,Noodle ,Noodle / Weenie,13,Weiner Dog
7/22/2019 12:46:01,Dog,Phantom,Phantom ,5,Staffordshire pit bull
7/22/2019 12:52:28,Dog,Ellen Park,Ellen,3,Gr
7/22/2019 12:53:24,Cat,Meredith,Mer,1,Domestic shorthair 
7/22/2019 12:57:12,Cat,Brennan Zachary,Punkin butt,8,Domestic short hair
7/22/2019 13:00:59,Other,Fishy,Fishy,18,
7/22/2019 13:02:58,Dog,Spud,Schmoops ,1.5 years,Pembroke Welsh Corgi
7/22/2019 13:03:38,Dog,FN 2187,Finn,1.5 years ,Goldendoodle 
7/22/2019 13:04:06,Cat,Frank En Stein  ,Frank,8,Maine coon 
7/22/2019 13:04:24,Dog,Pisco,Pisco,5,German Wirehaired Pointer
7/22/2019 13:04:25,Dog,Sadie,Sadie,3,GSD
7/22/2019 13:04:52,Dog,Lola,Loli Ravioli ,9 months,Golden retriever
7/22/2019 13:08:43,Sog,Addie Heart,Addie,8,Lab/Chow chow mix
7/22/2019 13:11:54,Dog,Ernie,"Ernburn, Erndog, Ernieworm ",1,
7/22/2019 13:14:23,Chinchilla,Milo Chicken Nugget,Milo,6 1/2 months,
7/22/2019 13:22:40,Cat,Melon,Mel,3,Black
7/22/2019 13:24:31,Dog,Semaj,"Sammich, Dumbledork",4,Shih tzu
7/22/2019 13:25:17,Dog,Maya,"Little Miss Maya, Diva",8,Shih tzu
7/22/2019 13:26:44,Dog,Bijou,Bijou,12,Jack russel terrier x toy poodle
7/22/2019 13:27:22,Dog,Pesto,Pesto,9 months,Beagle
7/22/2019 13:29:06,Dog,Maggie ,Magz,Unknown,Eskimo mix
7/22/2019 13:35:03,Cat,Doctor snuggles von fluffybottom,Doc,6,
7/22/2019 13:35:55,Dog,Toby,Toby,1,Golden retriever
7/22/2019 13:35:35,Dog,Jacob Marley,Jake,6,Golden retriever
7/22/2019 13:36:38,cat,dixie,potato,11?,fluffy
7/22/2019 13:40:58,Dog,Cujo,Bubby,11,Cocker Spaniel
7/22/2019 13:42:36,Cat,Finn,Finnard  ,9,Long haired 
7/22/2019 13:44:18,Dog,Maizie,Maizie,4 months,Mini schnauzer
7/22/2019 13:57:55,Dog,Bruce D4,Bruce,12,Dachshund
7/22/2019 13:58:44,Dog,Jackie Kate,Jackie,5,Lab/beagle mix
7/22/2019 13:59:02,Dog,Daisy Bear,Daisy or Bear,2.5 years,German Shepherd
7/22/2019 13:59:17,Gecko,Donut,Donut,5,Crested Gecko
7/22/2019 13:59:23,Fish,Whiskers Goldie-the-Goldfish Sweetie,Whiskies,2,Beta
7/22/2019 13:59:52,Dog,Tinker Stinker,Stinks,2.5 years,Germann Shepherd
7/22/2019 14:00:00,Cat,Vinnie,Huggiebear Biden,4,N/A
7/22/2019 14:00:56,Cats,Watson & Crick (I have two cats),Dr. Watson & Dr. Crick,8.5 years,a tabby and a grey cat
7/22/2019 14:01:27,Dog,Mile High Ice Storm,Miles,7,Golden Retriever 
7/22/2019 14:02:02,Dog,Breezy Bear,Breezy,1,Golden Retriever 
7/22/2019 14:02:45,dog,Nara,Gorda,3,Australian cattle dog
7/22/2019 14:02:47,Dog,"Wyatt Daniel, the Wild Corgo",Wyatt,2,Pembroke Welsh Corgi
7/22/2019 14:09:47,,,Petra,,Golden Retriever
7/22/2019 14:10:26,Fish,Waffle,Waffle,2,Betta fish 
7/22/2019 14:11:21,Dog,Rosie,Rosie,10,Walker Hound
7/22/2019 14:14:15,Dog,Lilly,Lilly,10,German Shepherd/Husky/Beagle/Chow Chow
7/22/2019 14:14:55,Dog,Charles,Charles,12,Miniature Schnauzer/Poodle
7/22/2019 14:15:29,Dog,Pippa,Pip,1.1 years,Goldendoodle
7/22/2019 14:18:12,Dog,Oliver,Ollie,Seven,Jack Russell terrier 
7/22/2019 14:20:05,Dog,Kiku,Kiku,3,Mutt
7/22/2019 14:20:32,Dog,Brandy,Brenda,10,Havanese 
7/22/2019 14:21:01,Dog,Bobby,bobkin,8,Shih Tzu
7/22/2019 14:21:14,Dog,Emma,Emma,12,Shih-Tzu Poodle Mix
7/22/2019 14:22:05,Dog,Bessy ,Bess,10,Labrador 
7/22/2019 14:22:56,Cat,Romanovski ,Romi ,5,Domestic Short Hair
7/22/2019 14:23:36,Cat,Fifi La Pou,Fifi,2,Domestic Long Hair 
7/22/2019 14:24:20,Cat,Georgie Porgie,Georgie / Saucy ,1,Domestic Short Hair 
7/22/2019 14:24:28,Dog,Dakota,"Woobis, Woobie",13,Mix
7/22/2019 14:25:48,Dog ,Altrichter,Cooper,9,Golden Retriever
7/22/2019 14:26:10,Dog ,Tucker ,Tuck,7,Golden retriever 
7/22/2019 14:26:28,Cat,Milo,Milo,13,Tabby
7/22/2019 14:27:50,Fish,Pepperwood,Pepperwood,1+ years,Betta 
7/22/2019 14:29:44,Cat,Jameson Chewbacca ,Jamie,15,American Shorthair
7/22/2019 14:30:32,Dog,Penny Bellew,Penny,6,Labrador
7/22/2019 14:31:53,Ca,Buddy,Buddy,2,
7/22/2019 14:32:08,Cat,Cat Jenkins,Cat,2,
7/22/2019 14:32:24,Cat,Crouton,Crouton,3,
7/22/2019 14:35:16,dog,Morena,Morena,2 years,corgi
7/22/2019 14:38:07,Cat,Samus Aran,Samus,14,Tabby
7/22/2019 14:40:19,Dog,Brownie,Bub,13,Maltipoo 
7/22/2019 14:41:35,Dog,Mose Schrute,Mose,2,German shepherd 
7/22/2019 14:44:03,Dog,Rocky,Rocky,6,Corgidor 
7/22/2019 14:44:26,Cat,Rosalind Franklin ,Rosie,1,
7/22/2019 14:44:44,Cat,Harley quinn,Baby kitty ,5,
7/22/2019 14:45:05,Fish,Sushi,Sushi,2,Beta
7/22/2019 14:59:55,Cat,Mister Beans,Mister beans/ beans/ beansy boi,10,Grey domestic short hair 
7/22/2019 15:00:54,Goldfish,Lord Baphomet: Destroyer of Worlds,Baphomet,We rescued from a fountain. Unknown. ,NA
7/22/2019 15:04:21,Dog,Tyler John (had to give him a middle name for when he was in trouble),Ty,12,Rhodesian Ridgeback
7/22/2019 15:05:28,Cat,Adanac,Chunky,2,American shorthair
7/22/2019 15:05:50,Cat,Callister,Callibean,2,American shorthair
7/22/2019 15:10:43,dog,Tux,Tux,9,Black lab mix
7/22/2019 15:11:08,Dog,Ruby ,Ruby,3,coonhound/beagle
7/22/2019 15:13:16,dog,Pooch-K,Pooch-k the pooch,7,mutt
7/22/2019 15:13:49,Dog,Scooby,Scoobers,7 months,mutt
7/22/2019 15:18:15,Cat,Dwayne,"Mr. Baby Dwayne, Dwaniel, Bub.",3,American Shorthair
7/22/2019 15:19:09,Cat,Alice,"Spippy, Speeps, Kitten.",11,American Shorthair
7/22/2019 15:26:35,Dog,Lloyd ,Lloyd,11,Golden retriever 
7/22/2019 15:27:15,Cat,Bo Schembeckler,Kitty,15,Short hair
7/22/2019 15:31:51,Dog,Ishka,Ish/Ishka,8,Golden retriever
7/22/2019 15:33:02,Dog,Millie ,Millie,1.5,Border collie
7/22/2019 15:33:08,Dog,Rossa,"Ross, Rossy, Rossapoo",5,Golden Retriever
7/22/2019 15:33:37,Dog,Wookie,Wookie,7,Goldendoodle
7/22/2019 15:39:31,Dog,Tucker,Tucker,2,Lab
7/22/2019 15:39:49,Dog,Keifer,Keifer,14,Yellow lab
7/22/2019 15:46:12,Dog,Frankie,Frankie,7,Husky mix
7/22/2019 15:47:05,Cat,Tenzing,Tenzing,12,Shorthair calico
7/22/2019 15:51:49,Dog,Sammy,Sam,5,JRT/miniature pincher
7/22/2019 16:05:56,Dog,Barrett,Barrett,3,German Shepherd
7/22/2019 16:06:00,Dog,Benjamin,Benj,2,Border Collie/Belgian Malinois
7/22/2019 16:06:17,Dog,Laney,Laney,12,Golden Retriever
7/22/2019 16:06:21,Dog,Dixie,Lady,3,American Pitbull
7/22/2019 16:06:45,Dog,Diesel,Diesel,3,Pitbull mix
7/22/2019 16:09:30,Hamster,Hamtaro ,Hamtaro,🤷🏼‍♀️,
7/22/2019 16:18:11,Dog,Baxter,Baxter,7.5,Golden Retriever 
7/22/2019 16:20:03,Dog,Riley Marie,Riley,13,Cocker Spaniel
7/22/2019 16:26:11,Dog,Reginald Fonzerelli Hawkes,Reg,12,Golden doodle
7/22/2019 16:27:19,Cat,Molly,Molly,6,
7/22/2019 16:29:05,Cat,Kevin,Booboo,3,
7/22/2019 16:29:19,Dog,Erik,Earwig,4,Wirehaired dachshund
7/22/2019 16:32:14,Dog,Oliver,Oli ,8,Jack russell 
7/22/2019 16:50:17,Spiney leaf insect,Thing one,Her,1,
7/22/2019 16:56:12,Dog,Bilbo Spud Doggins,Bilbo,5,Corgi/Cocker Spaniel mix
7/22/2019 16:56:35,Dog,Bailey Woofer,Bailey,13,Cocker Spaniel 
